rel	e1_loc	e1_type	e2_loc	e2_type	sent
Regulates_Process	4,5	Genotype	42,43	Regulatory_Network	For example , the Arabidopsis thaliana CLAVATA1 ( CLV1 ) , BRASSINOSTEROID-INSENSITIVE1 ( BRI1 ) , ERECTA , rice ( Oryza sativa ) Xa21 , HAESA-RLK5 , and FLS2 genes were shown to function in shoot meristem maintenance , hormone perception , organ elongation , disease resistance , abscission , and flagellin signaling , respectively ( reviewed in Torii , 2004 ) .
Binds_To	9	Protein	24,25	Protein	One of the other MADS box transcription factors , AGL24 , was shown to interact directly with the kinase domain of the Arabidopsis meristematic receptor-like kinase and to be phosphorylated by the kinase domain of the receptor in vitro ( Fujita et al. , 2003 ) .
Binds_To	17	Protein	27,34	Promoter	Those authors described how after chromatin immunoprecipitation , they obtained DNA fragments containing cis-regulatory elements targeted by AGL15 , which may contribute to the regulation of the SERK gene by directly binding to its promoter .
Binds_To	13	Protein	18	Protein	This notion seems to be supported by the fact that most of the BRI1 receptors were unassociated with SERK1 in seedlings .
Binds_To	1,2,3,4	Protein_Domain	19	Protein	The kinase domain of SERK1 is able to transphosphorylate and bind in vitro to CDC48A , 14-3-3λ , and KAPP ( Rienties et al. , 2005 ) .
Binds_To	1,2,3,4	Protein_Domain	14	Protein	The kinase domain of SERK1 is able to transphosphorylate and bind in vitro to CDC48A , 14-3-3λ , and KAPP ( Rienties et al. , 2005 ) .
Binds_To	21	Protein	16	Protein	Recently , we showed that the SERK3 receptor may have a role in the internalization of BRI1 after heterodimerization and that BRI1 can also form homodimers in the plasma membrane ( Russinova et al. , 2004 ) .
Binds_To	1,2,3,4	Protein_Domain	16	Protein	The kinase domain of SERK1 is able to transphosphorylate and bind in vitro to CDC48A , 14-3-3λ , and KAPP ( Rienties et al. , 2005 ) .
Binds_To	8	Protein	4	Protein	It was proposed that BRI1 forms heterodimers with SERK3 to initiate BR signaling upon BR binding ( Li et al. , 2002 ; Nam and Li , 2002 ) .
Binds_To	6	Protein	16	Protein	Recently , we showed that the SERK3 receptor may have a role in the internalization of BRI1 after heterodimerization and that BRI1 can also form homodimers in the plasma membrane ( Russinova et al. , 2004 ) .
Binds_To	3	Protein_Family	3	Protein_Family	Each type of TGF-ß receptor is also present as a ligand-independent dimer on the cell surface .
Binds_To	4	Protein_Family	4	Protein_Family	TGF-ß binding to the TßRII homodimers promotes the formation of ( TßRI ) 2/ ( TßRII ) 2 heterodimers , in which TßRI is phosphorylated by the constitutively active TßRII and becomes activated to propagate the TGF-ß signal .
Binds_To	13	Protein	13	Protein	FRET studies between SERK1-CFP and SERK1-YFP have shown that only 15 % of SERK1 exists as homodimers on the plasma membrane of protoplast cells ( Shah et al. , 2001a ) .
Binds_To	5	Protein	11	Protein	Our results showed that both SERK1 and SERK3 heterodimerize with the BRI1 receptor , suggesting that both coreceptors can have comparable activity in terms of BRI1 signaling and/or internalization .
Binds_To	9	Protein	6	Protein	Recently , it was proposed that CDC48A interacts with PUX1 as a monomer and may function in regulating plant growth ( Rancour et al. , 2004 ) and also in the plant endoplasmic reticulum-associated protein degradation system ( Muller et al. , 2005 ) .
Binds_To	7	Protein	11	Protein	Our results showed that both SERK1 and SERK3 heterodimerize with the BRI1 receptor , suggesting that both coreceptors can have comparable activity in terms of BRI1 signaling and/or internalization .
Binds_To	0	Protein	0	Protein	CDC48 protein assembles mainly in hexameric forms ( Rancour et al. , 2002 ) .
Binds_To	0	Protein_Family	4	Protein_Family	TGF-ß binding to the TßRII homodimers promotes the formation of ( TßRI ) 2/ ( TßRII ) 2 heterodimers , in which TßRI is phosphorylated by the constitutively active TßRII and becomes activated to propagate the TGF-ß signal .
Composes_Protein_Complex	35	Protein	57,58	Protein_Complex	SERK1 and BR Signaling A highly interesting finding was the identification of two members of the BR signaling pathway , the main BR receptor BRI1 ( Li and Chory , 1997 ) and its coreceptor BAK1 ( SERK3 ) ( Li et al. , 2002 ; Nam and Li , 2002 ) , as components of the SERK1 complex .
Composes_Protein_Complex	16,17,18,19,20	Protein_Family	8,9	Protein_Complex	The other putative transcription factor found in the SERK1 complex belongs to a large family of CO-like zinc finger transcription factors , in which the zinc finger region regulates protein-protein interactions , as found for several animal transcription factors ( reviewed in Griffiths et al. , 2003 ) .
Composes_Protein_Complex	17	Protein	10,11	Protein_Complex	Two transcription factors were found to be associated with the SERK1 complex : AGL15 and a putative CO-like B-box zinc finger protein .
Is_Involved_In_Process	12	Protein	52,53	Pathway	Other SERK1 Complex Components The presence of the PP2C phosphatase KAPP , 14-3-3ν , and CDC48A in the SERK1 complex confirms previously obtained results using yeast two-hybrid screening and in vitro interaction studies ( Rienties et al. , 2005 ) . Collectively , these proteins appear to be involved in dephosphorylation , protein interaction and membrane interaction , and protein degradation , respectively .
Composes_Protein_Complex	13	Protein	10,11	Protein_Complex	Two transcription factors were found to be associated with the SERK1 complex : AGL15 and a putative CO-like B-box zinc finger protein .
Is_Localized_In	0	Protein	14	Tissue	AGL15 was shown to accumulate in nuclei but also to be present in the cytoplasm ( Perry et al. , 1996 ) .
Composes_Protein_Complex	15	Protein	43,44	Protein_Complex	Notably , none of the proposed downstream components of BRI1 , such as BES1 , BZR1 , or BIN2 ( Li and Nam , 2002 ; Wang et al. , 2002b ; Yin et al. , 2002 ) , was detected in the SERK1 complex .
Is_Localized_In	12	Protein	21,22,23	Tissue	An indication of the presence of different complexes is the localization of SERK1 in the plasma membrane as well as in internalized membrane compartments ( Russinova et al. , 2004 ; Kwaaitaal et al. , 2005 ) .
Is_Protein_Domain_Of	18,19	Protein_Domain	24,25	Protein	One of the other MADS box transcription factors , AGL24 , was shown to interact directly with the kinase domain of the Arabidopsis meristematic receptor-like kinase and to be phosphorylated by the kinase domain of the receptor in vitro ( Fujita et al. , 2003 ) .
Is_Localized_In	14	Protein	8	Tissue	In conclusion , we propose that in Arabidopsis seedlings , signaling mediated by the SERK1 receptor combines elements of the BR pathway with a short signal transduction chain , in which the plasma membrane receptor is in a complex with its cognate transcriptional regulators , such as AGL15 .
Is_Involved_In_Process	7	Protein	25,26	Regulatory_Network	Our results showed that both SERK1 and SERK3 heterodimerize with the BRI1 receptor , suggesting that both coreceptors can have comparable activity in terms of BRI1 signaling and/or internalization .
Is_Involved_In_Process	5	Protein	25,26	Regulatory_Network	Our results showed that both SERK1 and SERK3 heterodimerize with the BRI1 receptor , suggesting that both coreceptors can have comparable activity in terms of BRI1 signaling and/or internalization .
Is_Involved_In_Process	10	Protein	50	Pathway	Other SERK1 Complex Components The presence of the PP2C phosphatase KAPP , 14-3-3ν , and CDC48A in the SERK1 complex confirms previously obtained results using yeast two-hybrid screening and in vitro interaction studies ( Rienties et al. , 2005 ) . Collectively , these proteins appear to be involved in dephosphorylation , protein interaction and membrane interaction , and protein degradation , respectively .
Is_Involved_In_Process	7	Protein	25,28	Pathway	Our results showed that both SERK1 and SERK3 heterodimerize with the BRI1 receptor , suggesting that both coreceptors can have comparable activity in terms of BRI1 signaling and/or internalization .
Is_Localized_In	9	Protein	7	Tissue	In Arabidopsis suspension-cultured cells , soluble ( cytosolic ) CDC48A was found in a high molecular mass protein of 640 kD .
Is_Involved_In_Process	37	Protein	16,17,18	Regulatory_Network	SERK1 and BR Signaling A highly interesting finding was the identification of two members of the BR signaling pathway , the main BR receptor BRI1 ( Li and Chory , 1997 ) and its coreceptor BAK1 ( SERK3 ) ( Li et al. , 2002 ; Nam and Li , 2002 ) , as components of the SERK1 complex .
Is_Localized_In	12	Protein	15,16	Tissue	An indication of the presence of different complexes is the localization of SERK1 in the plasma membrane as well as in internalized membrane compartments ( Russinova et al. , 2004 ; Kwaaitaal et al. , 2005 ) .
Composes_Protein_Complex	18	Protein	43,44	Protein_Complex	Notably , none of the proposed downstream components of BRI1 , such as BES1 , BZR1 , or BIN2 ( Li and Nam , 2002 ; Wang et al. , 2002b ; Yin et al. , 2002 ) , was detected in the SERK1 complex .
Composes_Protein_Complex	15	Protein	18,19	Protein_Complex	Other SERK1 Complex Components The presence of the PP2C phosphatase KAPP , 14-3-3ν , and CDC48A in the SERK1 complex confirms previously obtained results using yeast two-hybrid screening and in vitro interaction studies ( Rienties et al. , 2005 ) .
Is_Involved_In_Process	5	Protein	25,28	Pathway	Our results showed that both SERK1 and SERK3 heterodimerize with the BRI1 receptor , suggesting that both coreceptors can have comparable activity in terms of BRI1 signaling and/or internalization .
Is_Involved_In_Process	15	Protein	55,56	Pathway	Other SERK1 Complex Components The presence of the PP2C phosphatase KAPP , 14-3-3ν , and CDC48A in the SERK1 complex confirms previously obtained results using yeast two-hybrid screening and in vitro interaction studies ( Rienties et al. , 2005 ) . Collectively , these proteins appear to be involved in dephosphorylation , protein interaction and membrane interaction , and protein degradation , respectively .
Is_Involved_In_Process	24	Protein	16,17,18	Regulatory_Network	SERK1 and BR Signaling A highly interesting finding was the identification of two members of the BR signaling pathway , the main BR receptor BRI1 ( Li and Chory , 1997 ) and its coreceptor BAK1 ( SERK3 ) ( Li et al. , 2002 ; Nam and Li , 2002 ) , as components of the SERK1 complex .
Is_Involved_In_Process	18	Protein	59,60	Pathway	Other SERK1 Complex Components The presence of the PP2C phosphatase KAPP , 14-3-3ν , and CDC48A in the SERK1 complex confirms previously obtained results using yeast two-hybrid screening and in vitro interaction studies ( Rienties et al. , 2005 ) . Collectively , these proteins appear to be involved in dephosphorylation , protein interaction and membrane interaction , and protein degradation , respectively .
Composes_Protein_Complex	24	Protein	57,58	Protein_Complex	SERK1 and BR Signaling A highly interesting finding was the identification of two members of the BR signaling pathway , the main BR receptor BRI1 ( Li and Chory , 1997 ) and its coreceptor BAK1 ( SERK3 ) ( Li et al. , 2002 ; Nam and Li , 2002 ) , as components of the SERK1 complex .
Composes_Protein_Complex	13	Protein	43,44	Protein_Complex	Notably , none of the proposed downstream components of BRI1 , such as BES1 , BZR1 , or BIN2 ( Li and Nam , 2002 ; Wang et al. , 2002b ; Yin et al. , 2002 ) , was detected in the SERK1 complex .
Is_Protein_Domain_Of	1,2,3,4	Protein_Domain	4	Protein	The kinase domain of SERK1 is able to transphosphorylate and bind in vitro to CDC48A , 14-3-3λ , and KAPP ( Rienties et al. , 2005 ) .
Composes_Protein_Complex	12	Protein	18,19	Protein_Complex	Other SERK1 Complex Components The presence of the PP2C phosphatase KAPP , 14-3-3ν , and CDC48A in the SERK1 complex confirms previously obtained results using yeast two-hybrid screening and in vitro interaction studies ( Rienties et al. , 2005 ) .
Composes_Protein_Complex	10	Protein	18,19	Protein_Complex	Other SERK1 Complex Components The presence of the PP2C phosphatase KAPP , 14-3-3ν , and CDC48A in the SERK1 complex confirms previously obtained results using yeast two-hybrid screening and in vitro interaction studies ( Rienties et al. , 2005 ) .
Interacts_With	7	Protein	10	Protein	In vivo , it was shown that SERK1 interacts with KAPP only in intracellular vesicles , and it was proposed to play a role in receptor internalization as well as in dephosphorylation ( Shah et al. , 2002 ) .
Interacts_With	19	Protein	22	Protein	Although our results do not allow us to precisely predict the composition , it is likely that SERK1 , SERK3 , and BRI1 receptors can form tetrameric complexes analogous to the functional complex of transforming growth factor-ß ( TGF-ß ) receptors .
Interacts_With	15	Protein	17	Protein	Further biochemical evidence comes from the finding here that BRI1 and SERK1 as well as SERK1 and SERK3 can interact in the plasma membrane of protoplasts .
Interacts_With	6	Protein	30	Protein	Previously , it was shown that SERK1 could interact with 14-3-3λ ( Rienties et al. , 2005 ) . The results presented here suggest that the receptor preferentially interacts with 14-3-3ν in seedlings and perhaps with 14-3-3λ in siliques , given the origin of the Arabidopsis cDNA library from young silique tissue that was used for yeast two-hybrid screening .
Interacts_With	1,2	Protein_Family	9,10,11	Protein_Family	Plant 14-3-3 proteins have also been found associated with G-box transcription factors ( Lu et al. , 1992 ) .
Interacts_With	17	Protein	22	Protein	Although our results do not allow us to precisely predict the composition , it is likely that SERK1 , SERK3 , and BRI1 receptors can form tetrameric complexes analogous to the functional complex of transforming growth factor-ß ( TGF-ß ) receptors .
Interacts_With	13	Protein	19	Protein	In that work , it was clearly shown that the interaction between the BAK1 ( SERK3 ) proteins and BRI1 is brassinolide-dependent .
Interacts_With	9	Protein	11	Protein	Further biochemical evidence comes from the finding here that BRI1 and SERK1 as well as SERK1 and SERK3 can interact in the plasma membrane of protoplasts .
Interacts_With	6	Protein	10	Protein	Previously , it was shown that SERK1 could interact with 14-3-3λ ( Rienties et al. , 2005 ) .
Interacts_With	17	Protein	19	Protein	Although our results do not allow us to precisely predict the composition , it is likely that SERK1 , SERK3 , and BRI1 receptors can form tetrameric complexes analogous to the functional complex of transforming growth factor-ß ( TGF-ß ) receptors .
Interacts_With	6	Protein	36	Protein	Previously , it was shown that SERK1 could interact with 14-3-3λ ( Rienties et al. , 2005 ) . The results presented here suggest that the receptor preferentially interacts with 14-3-3ν in seedlings and perhaps with 14-3-3λ in siliques , given the origin of the Arabidopsis cDNA library from young silique tissue that was used for yeast two-hybrid screening .
Regulates_Accumulation	7,8,9	Development_Phase	2	Protein	SERK1 and AGL15 are highly expressed during embryogenic cell formation in culture and during early embryogenesis .
Regulates_Accumulation	14,15	Development_Phase	0	Protein	SERK1 and AGL15 are highly expressed during embryogenic cell formation in culture and during early embryogenesis .
Regulates_Accumulation	6	Tissue	0	Protein	AGL15 was shown to accumulate in nuclei but also to be present in the cytoplasm ( Perry et al. , 1996 ) .
Regulates_Accumulation	2,3	Genotype	9	Protein	Interestingly , AGL15-overexpressing tissues also had increased expression of SERK1 ( Harding et al. , 2003 ) .
Regulates_Accumulation	7,8,9	Development_Phase	0	Protein	SERK1 and AGL15 are highly expressed during embryogenic cell formation in culture and during early embryogenesis .
Regulates_Accumulation	14,15	Development_Phase	2	Protein	SERK1 and AGL15 are highly expressed during embryogenic cell formation in culture and during early embryogenesis .
